Upper Ranch Trail, Upper Ranch 4, -111.8523446285817,33.7765238814084,0, false, true
Upper Ranch Trail, Upper Ranch 5, -111.8484041717759,33.78075706874265,0, false, true
Watershed Trail, Watershed 1, -111.8249838813769,33.77191753433181,0, false, true
Watershed Trail, Watershed 2, -111.8245483918699,33.77594151846805,0, false, true
Whiskey Bottle Trail, Whiskey Bottle 2, -111.8027943001182,33.7506918478464,0, false, true
Whiskey Bottle Trail, Whiskey Bottle 1, -111.8180457039431,33.7580276062851,0, false, true
Wrangler Trail, Wrangler 1, -111.8394607940656,33.77270872668567,0, false, true
Wrangler Trail, Wrangler 2, -111.8440051629461,33.77229276781822,0, false, true
114th St, 114th St, -111.8344641237239,33.75634964963036,0, false, true
118th St, 118th St, -111.8260102162389,33.76220399810384,0, false, true
Branding Iron, Branding Iron, -111.8144012986255,33.79226847183867,0, false, true
Summit, Summit, -111.8455786145909,33.7753337401188,0, false, true
Chuck Wagon, Chuck Wagon, -111.8198442445961,33.77449987061441,0, false, true
Cow Poke, Cow Poke, -111.7959921933161,33.78659504108686,0, false, true
Dove Valley Trail, Dove Valley Trail, -111.7888790175972,33.7858499086073,0, false, true
Dry Gulch, Dry Gulch, -111.8305380709301,33.78353232589682,0, false, true
Granite Mtn, Granite Mtn, -111.798403924345,33.77120690037812,0, false, true
Jane Rau Interp Trail, Jane Rau Interp Trail, -111.8401057251878,33.76273561800181,0, false, true
Maverick, Maverick, -111.8318765082729,33.77756636786472,0, false, true
Monument, Monument, -111.7912112117151,33.74713967942095,0, false, true
Morning Vista, Morning Vista, -111.792889839585,33.75195404661606,0, false, true
Rustler, Rustler, -111.8533823419148,33.76398407007252,0, false, true
Saddlehorn, Saddlehorn, -111.7973165865836,33.77459567338132,0, false, true
Vaquero, Vaquero, -111.8326537094667,33.7724000053731,0, false, true
Yucca, Yucca, -111.8144098690807,33.76431364734617,0, false, true
Caballo, Caballo, -111.7977471332257,33.69584267207751,0, true, false
Rock Knob, Rock Knob, -111.7909503872331,33.69623027355107,0, true, false
Marcus Landslide 1, Marcus Landslide 1, -111.7876856720936,33.68959822558573,0, true, false
Marcus Landslide 2, Marcus Landslide 2, -111.7880943663749,33.68215400998201,0, true, false
Feldspar 1, Feldspar 1, -111.8029488019466,33.68968376270757,0, true, false
Feldspar 2, Feldspar 2, -111.7983758975608,33.69157012813599,0, true, false
Tom's Thumb 1, Tom's Thumb 1, -111.8049905338354,33.69137131793118,0, true, false
